"","ID","Timing","Order","Q1Gender","Q2Age","Q3Distance","Q4Trips","Q5Knowledge","Q6Bid","Q7Bid","Q6ResearchResponse","Q6ResearchCertainty","Q7TreatmentResponse","Q7TreatmentCertainty","Q7Bid2Upper","Q7Bid2Lower","Q7TreatmentUpperResponse","Q7TreatmentLowerResponse","Q8DominatedTest","Q9Block","Q9Performance","Q9Emission","Q9Price","Q10Block","Q10Performance","Q10Emission","Q10Price","Q11Block","Q11Performance","Q11Emission","Q11Price","Q12Block","Q12Performance","Q12Emission","Q12Price","Q9Choice","Q10Choice","Q11Choice","Q12Choice","Q12CECertainty","Q13CurrentThreatToSelf","Q14FutureThreatToSelf","Q15ThreatToEnvironment","Q16BP","Q17_Firms","Q17_Cons","Q17_Gov","Q17_LA","Q17_Other","Q18Charity","Q19Knowledge","Q20Consequentiality","Q21Experts","Q22Education","Q23Employment","Q24RonaImpact","Q24AIncome","Q25Understanding","Q7Bid2","Q7Response2","IncomeDummy"
"266",266,317,1,0,47.5,15.5,2,3,60,90,1,2,1,2,5,NA,0,NA,1,1,0.5,0.9,1,0,0.1,0.1,0.5,3,0.05,0.9,0.5,1,0.5,0.1,2.5,1,1,1,1,2,3,5,5,1,1,0,0,0,0,0,3,2,5,1,5,0,1250,7,180,0,0
"267",267,395,1,1,47.5,1,3,2,80,20,0,1,0,2,NA,0,NA,0,0,1,0.5,0.9,1,1,0.05,0.4,2.5,1,0.05,0.1,1,1,0.5,0.1,2.5,1,0,1,0,2,3,3,2,1,1,0,1,0,0,0,2,0,3,2,6,1,2250,8,10,0,1
"268",268,474,0,1,47.5,1,3,3,60,5,0,1,1,1,0,NA,0,NA,0,1,0.5,0.9,1,2,0.05,0.4,0.5,1,0.05,0.1,1,2,0.1,0.4,1,0,0,0,0,1,3,3,4,1,1,0,0,0,0,0,3,1,3,1,0,2,2250,8,10,0,1
"269",269,1008,1,1,47.5,50,1,2,80,10,0,2,1,2,6,NA,1,NA,0,2,0.05,0.1,5,2,0.05,0.4,0.5,2,0.1,0.9,5,1,0.5,0.1,2.5,0,1,1,0,2,3,4,4,2,1,1,1,1,0,1,3,2,4,3,6,0,2250,9,20,1,1
"270",270,594,1,1,32.5,50,1,3,90,40,1,1,1,2,10,NA,1,NA,0,1,0.5,0.9,1,1,0.05,0.4,2.5,1,0.05,0.1,1,2,0.1,0.4,1,1,1,1,1,1,2,2,5,1,1,1,1,1,0,0,3,1,4,4,6,0,250,8,80,1,0
"271",271,1361,0,0,32.5,50,1,3,5,100,1,2,1,1,7,NA,0,NA,0,3,0.1,0.1,2.5,1,0.05,0.4,2.5,0,0.05,0.9,2.5,2,0.1,0.4,1,1,1,1,1,2,3,4,4,1,1,0,1,1,0,1,3,1,3,2,0,1,3500,8,200,0,1
"272",272,283,1,0,21.5,1,3,4,10,5,0,1,0,0,NA,2,NA,1,0,3,0.1,0.1,2.5,1,0.05,0.4,2.5,0,0.05,0.9,2.5,0,0.5,0.1,0.5,0,1,1,1,1,4,3,4,1,1,1,1,1,0,0,4,2,4,2,4,1,1250,6,2,1,0
"273",273,481,0,0,63,50,1,3,20,90,1,2,0,1,NA,8,NA,1,0,2,0.05,0.1,5,3,0.05,0.1,2.5,0,0.05,0.9,2.5,2,0.1,0.4,1,0,1,1,1,1,3,4,4,1,1,1,1,1,0,0,4,2,3,1,6,1,1750,10,45,1,0
"274",274,169,0,1,32.5,35,1,3,90,100,1,1,1,1,7,NA,1,NA,1,0,0.5,0.4,5,1,0.05,0.4,2.5,3,0.05,0.9,0.5,3,0.05,0.1,5,1,1,1,0,1,3,4,4,1,0,0,1,0,0,0,3,0,3,4,6,0,1750,9,200,1,0
"275",275,420,1,1,32.5,6.5,3,3,90,90,0,1,0,1,NA,8,NA,1,0,2,0.05,0.1,5,2,0.05,0.4,0.5,3,0.05,0.9,0.5,3,0.05,0.1,5,0,0,1,0,2,3,4,5,1,1,0,1,0,0,1,2,1,4,3,6,0,1250,8,45,1,0
"276",276,394,0,1,32.5,50,0,3,80,80,0,2,1,2,4,NA,0,NA,0,2,0.05,0.1,5,2,0.05,0.4,0.5,2,0.1,0.9,5,3,0.05,0.1,5,0,0,0,0,2,5,5,5,0,1,1,1,1,0,0,3,1,3,2,4,0,750,10,160,0,0
"277",277,357,1,1,47.5,50,3,5,40,60,0,2,0,2,NA,5,NA,1,0,1,0.5,0.9,1,1,0.05,0.4,2.5,1,0.05,0.1,1,3,0.05,0.1,5,1,1,1,1,2,3,3,4,1,1,1,1,1,0,0,5,0,3,2,6,0,1250,10,30,1,0
"278",278,407,1,0,63,15.5,3,3,20,10,1,1,1,1,6,NA,1,NA,0,2,0.05,0.1,5,1,0.05,0.4,2.5,0,0.05,0.9,2.5,1,0.5,0.1,2.5,0,0,1,0,2,3,4,4,2,1,1,1,1,0,0,4,1,4,2,4,1,2750,10,20,1,1
"279",279,235,0,0,47.5,50,2,5,10,60,0,2,0,2,NA,5,NA,0,0,2,0.05,0.1,5,2,0.05,0.4,0.5,3,0.05,0.9,0.5,3,0.05,0.1,5,0,0,0,0,2,3,4,5,1,1,1,1,1,0,0,5,0,1,2,4,1,1250,10,30,0,0
"280",280,636,0,1,47.5,35,3,3,60,60,0,2,1,1,2,NA,0,NA,0,1,0.5,0.9,1,0,0.1,0.1,0.5,2,0.1,0.9,5,2,0.1,0.4,1,1,1,1,1,1,3,4,5,1,1,1,1,1,0,0,4,1,4,4,1,1,2750,9,120,0,1
"281",281,205,0,1,21.5,15.5,1,3,80,80,1,1,1,2,4,NA,1,NA,0,2,0.05,0.1,5,2,0.05,0.4,0.5,0,0.05,0.9,2.5,2,0.1,0.4,1,1,0,0,1,1,3,4,4,2,0,1,0,0,0,0,1,0,4,1,6,1,2750,8,160,1,1
"282",282,237,0,0,47.5,15.5,2,4,100,20,1,2,1,2,8,NA,1,NA,1,0,0.5,0.4,5,2,0.05,0.4,0.5,1,0.05,0.1,1,2,0.1,0.4,1,0,1,0,1,2,5,5,5,2,0,1,1,0,0,0,5,2,5,1,6,1,1250,10,40,1,0
"283",283,228,1,0,21.5,50,1,1,60,90,1,1,1,1,5,NA,0,NA,0,1,0.5,0.9,1,2,0.05,0.4,0.5,3,0.05,0.9,0.5,2,0.1,0.4,1,0,0,0,0,1,3,3,3,0,0,0,1,0,0,2,3,2,4,2,6,1,1250,10,180,0,0
"284",284,149,1,1,47.5,50,1,2,100,20,0,0,1,1,8,NA,1,NA,0,0,0.5,0.4,5,1,0.05,0.4,2.5,2,0.1,0.9,5,0,0.5,0.1,0.5,1,1,0,0,1,3,3,4,0,1,0,0,0,0,0,2,1,3,2,6,1,2250,9,40,1,1
"285",285,261,1,0,21.5,35,2,3,20,90,0,2,0,2,NA,8,NA,0,1,2,0.05,0.1,5,1,0.05,0.4,2.5,1,0.05,0.1,1,0,0.5,0.1,0.5,0,0,1,1,2,5,4,5,1,0,0,1,0,0,1,3,1,3,1,3,2,250,7,45,0,0
"286",286,136,0,1,21.5,15.5,1,3,90,90,0,0,1,1,5,NA,1,NA,0,1,0.5,0.9,1,2,0.05,0.4,0.5,0,0.05,0.9,2.5,2,0.1,0.4,1,1,0,1,1,2,3,2,4,1,1,0,0,0,0,0,1,0,2,4,6,1,2250,6,180,1,1
"287",287,714,0,1,47.5,50,1,1,60,90,0,0,0,0,NA,8,NA,0,1,2,0.05,0.1,5,1,0.05,0.4,2.5,2,0.1,0.9,5,2,0.1,0.4,1,1,0,0,1,0,3,3,3,1,1,1,1,0,0,0,3,2,4,1,6,0,2250,9,45,0,1
"288",288,396,1,0,21.5,50,1,3,80,40,0,1,1,1,10,NA,0,NA,0,1,0.5,0.9,1,1,0.05,0.4,2.5,0,0.05,0.9,2.5,2,0.1,0.4,1,0,1,1,1,1,3,4,4,1,1,0,0,0,0,0,3,2,2,2,4,1,1250,9,80,0,0
"289",289,189,1,0,21.5,35,1,3,40,100,1,1,0,1,NA,10,NA,1,0,2,0.05,0.1,5,2,0.05,0.4,0.5,2,0.1,0.9,5,0,0.5,0.1,0.5,1,1,1,1,1,4,5,5,2,1,1,1,1,0,1,3,2,4,3,3,1,250,8,50,1,0
"290",290,291,1,1,21.5,15.5,2,4,90,20,0,1,1,2,8,NA,1,NA,1,1,0.5,0.9,1,1,0.05,0.4,2.5,3,0.05,0.9,0.5,1,0.5,0.1,2.5,1,1,1,0,2,4,3,4,1,1,0,0,0,0,1,3,2,4,4,6,0,2750,10,40,1,1
"291",291,365,0,0,21.5,6.5,1,3,10,60,1,0,1,1,2,NA,0,NA,1,2,0.05,0.1,5,2,0.05,0.4,0.5,1,0.05,0.1,1,1,0.5,0.1,2.5,1,1,1,1,1,3,4,3,1,1,0,0,0,0,1,4,2,4,2,3,1,4500,10,120,0,1
"292",292,163,0,1,47.5,50,1,3,40,5,1,2,1,2,0,NA,1,NA,1,3,0.1,0.1,2.5,2,0.05,0.4,0.5,1,0.05,0.1,1,3,0.05,0.1,5,1,1,1,1,2,5,5,5,1,1,1,1,1,0,0,3,2,5,4,6,1,2750,10,10,1,1
"293",293,520,1,0,47.5,6.5,0,1,90,100,0,2,0,2,NA,10,NA,1,0,1,0.5,0.9,1,2,0.05,0.4,0.5,1,0.05,0.1,1,2,0.1,0.4,1,1,1,1,1,2,3,4,5,0,1,1,1,1,0,0,3,2,4,3,1,2,250,9,50,1,0
"294",294,241,1,1,47.5,1,3,3,40,40,1,1,1,1,10,NA,1,NA,0,3,0.1,0.1,2.5,3,0.05,0.1,2.5,2,0.1,0.9,5,0,0.5,0.1,0.5,1,1,1,1,1,4,4,5,1,1,1,0,0,0,0,3,2,4,1,6,1,1750,9,80,1,0
"295",295,318,0,1,47.5,35,0,1,60,20,0,2,1,1,8,NA,0,NA,0,2,0.05,0.1,5,2,0.05,0.4,0.5,1,0.05,0.1,1,1,0.5,0.1,2.5,0,0,0,0,2,3,3,5,2,1,1,1,1,0,0,1,1,4,1,1,0,750,10,40,0,0
"296",296,617,1,1,47.5,50,1,3,40,80,0,2,0,2,NA,7,NA,0,0,1,0.5,0.9,1,2,0.05,0.4,0.5,2,0.1,0.9,5,0,0.5,0.1,0.5,1,1,1,0,2,4,4,4,2,1,1,1,1,0,1,3,2,4,1,1,0,750,10,40,0,0
"297",297,442,1,0,47.5,15.5,2,4,90,100,1,1,1,2,7,NA,1,NA,0,3,0.1,0.1,2.5,1,0.05,0.4,2.5,0,0.05,0.9,2.5,3,0.05,0.1,5,1,1,1,0,2,5,5,5,1,1,1,1,1,0,0,3,2,3,2,4,0,1250,10,200,1,0
"298",298,801,1,1,47.5,50,1,1,5,20,0,0,0,1,NA,0,NA,0,0,3,0.1,0.1,2.5,1,0.05,0.4,2.5,2,0.1,0.9,5,2,0.1,0.4,1,1,1,0,1,1,3,3,4,1,1,1,1,1,1,0,4,2,4,1,6,1,2250,9,10,0,1
"299",299,269,0,0,47.5,50,1,3,40,60,0,2,0,2,NA,5,NA,0,0,1,0.5,0.9,1,1,0.05,0.4,2.5,2,0.1,0.9,5,2,0.1,0.4,1,0,0,0,0,2,5,5,5,2,1,0,0,1,0,0,3,2,4,3,6,0,4500,10,30,0,1
"300",300,356,1,1,47.5,50,1,3,20,20,0,2,1,1,8,NA,0,NA,0,2,0.05,0.1,5,2,0.05,0.4,0.5,2,0.1,0.9,5,3,0.05,0.1,5,0,1,0,0,2,3,3,4,1,1,1,1,1,0,0,2,0,3,3,6,0,3500,10,40,0,1
"301",301,424,0,0,47.5,15.5,1,2,20,10,0,1,1,1,6,NA,0,NA,0,3,0.1,0.1,2.5,1,0.05,0.4,2.5,2,0.1,0.9,5,2,0.1,0.4,1,0,0,0,1,1,3,3,3,2,1,0,0,0,0,0,3,0,3,1,4,0,250,8,20,0,0
"302",302,793,1,1,47.5,15.5,3,5,90,100,1,1,1,1,7,NA,0,NA,1,2,0.05,0.1,5,2,0.05,0.4,0.5,1,0.05,0.1,1,1,0.5,0.1,2.5,1,0,0,0,1,4,4,4,2,1,0,0,0,0,1,4,2,5,4,6,1,1250,10,200,0,0
"303",303,256,1,0,47.5,35,3,3,10,5,0,1,0,1,NA,2,NA,0,0,1,0.5,0.9,1,2,0.05,0.4,0.5,0,0.05,0.9,2.5,2,0.1,0.4,1,0,0,0,0,1,3,3,3,1,0,1,1,1,0,0,3,0,3,1,1,0,1250,8,2,0,0
"304",304,389,0,1,47.5,35,1,2,80,40,0,1,1,1,10,NA,0,NA,0,2,0.05,0.1,5,1,0.05,0.4,2.5,0,0.05,0.9,2.5,0,0.5,0.1,0.5,1,1,1,1,0,2,4,5,1,0,0,1,0,0,0,3,1,4,1,6,1,1250,10,80,0,0
"305",305,386,0,1,47.5,50,1,2,90,100,0,1,1,0,7,NA,0,NA,0,0,0.5,0.4,5,1,0.05,0.4,2.5,2,0.1,0.9,5,1,0.5,0.1,2.5,0,1,1,0,1,2,3,4,0,1,1,1,0,0,0,3,1,3,3,6,1,2250,7,200,0,1
"306",306,194,1,0,47.5,35,1,3,90,100,1,2,1,2,7,NA,1,NA,0,3,0.1,0.1,2.5,1,0.05,0.4,2.5,2,0.1,0.9,5,1,0.5,0.1,2.5,0,1,1,1,1,4,4,2,1,0,0,1,0,0,2,3,1,3,3,5,2,1750,5,200,1,0
"307",307,572,0,0,47.5,50,0,1,20,80,0,2,0,2,NA,7,NA,0,0,2,0.05,0.1,5,1,0.05,0.4,2.5,0,0.05,0.9,2.5,0,0.5,0.1,0.5,0,0,0,1,2,3,3,3,1,1,0,1,0,0,0,1,1,2,4,2,0,5000,8,40,0,1
"308",308,354,1,0,63,50,1,4,5,80,1,1,1,2,4,NA,0,NA,0,2,0.05,0.1,5,1,0.05,0.4,2.5,1,0.05,0.1,1,1,0.5,0.1,2.5,1,1,1,0,2,5,5,5,2,1,1,1,1,1,1,4,1,5,3,5,0,3500,10,160,0,1
"309",309,982,1,1,47.5,35,0,3,90,100,0,1,1,1,7,NA,0,NA,0,3,0.1,0.1,2.5,2,0.05,0.4,0.5,1,0.05,0.1,1,2,0.1,0.4,1,1,1,1,1,1,4,4,4,0,1,1,1,1,0,0,3,1,5,1,1,0,750,10,200,0,0
"310",310,235,0,1,63,50,1,3,80,90,1,1,1,1,5,NA,1,NA,1,1,0.5,0.9,1,0,0.1,0.1,0.5,2,0.1,0.9,5,2,0.1,0.4,1,1,1,1,1,0,3,2,2,1,0,1,1,0,0,0,4,2,3,2,6,0,1250,10,180,1,0
"311",311,170,1,0,32.5,35,3,5,40,80,1,2,1,1,4,NA,1,NA,0,1,0.5,0.9,1,1,0.05,0.4,2.5,1,0.05,0.1,1,2,0.1,0.4,1,1,1,1,0,1,4,4,5,1,0,1,0,0,0,0,2,2,4,2,6,0,3500,7,160,1,1
"312",312,670,1,1,47.5,6.5,3,4,10,40,1,2,1,2,10,NA,1,NA,0,3,0.1,0.1,2.5,1,0.05,0.4,2.5,3,0.05,0.9,0.5,3,0.05,0.1,5,0,1,1,0,2,4,5,5,2,1,1,1,1,0,0,4,2,5,1,6,0,3500,8,80,1,1
"313",313,324,1,0,21.5,50,2,3,40,80,0,0,1,2,4,NA,0,NA,0,0,0.5,0.4,5,1,0.05,0.4,2.5,3,0.05,0.9,0.5,2,0.1,0.4,1,1,1,1,1,2,2,5,5,0,1,1,1,1,0,0,4,2,3,2,3,1,750,8,160,0,0
"314",314,372,0,1,32.5,1,3,3,80,90,0,1,1,2,5,NA,0,NA,1,0,0.5,0.4,5,1,0.05,0.4,2.5,2,0.1,0.9,5,0,0.5,0.1,0.5,1,1,1,1,2,4,5,5,1,1,1,1,1,0,1,4,2,4,4,6,1,750,10,180,0,0
"315",315,569,1,0,63,35,3,3,80,40,0,1,1,1,10,NA,0,NA,0,2,0.05,0.1,5,0,0.1,0.1,0.5,1,0.05,0.1,1,3,0.05,0.1,5,0,0,1,1,1,4,3,5,1,1,1,0,0,0,1,4,2,3,2,2,0,750,8,80,0,0
"316",316,438,1,1,47.5,6.5,3,4,20,20,1,2,1,2,8,NA,1,NA,0,1,0.5,0.9,1,2,0.05,0.4,0.5,3,0.05,0.9,0.5,1,0.5,0.1,2.5,1,1,1,0,1,5,5,5,2,1,1,1,1,0,0,3,2,5,3,6,0,5000,10,40,1,1
"317",317,371,1,1,63,50,0,3,60,80,1,2,1,2,4,NA,1,NA,0,1,0.5,0.9,1,1,0.05,0.4,2.5,3,0.05,0.9,0.5,1,0.5,0.1,2.5,1,1,1,1,2,4,4,4,0,1,1,1,1,0,0,3,1,5,2,6,0,5000,10,160,1,1
"318",318,453,1,0,32.5,35,1,4,90,5,0,2,0,2,NA,2,NA,0,0,1,0.5,0.9,1,1,0.05,0.4,2.5,2,0.1,0.9,5,1,0.5,0.1,2.5,0,0,0,0,2,1,1,2,0,1,0,1,0,0,0,4,0,1,4,6,1,5000,10,2,0,1
"319",319,827,1,0,47.5,50,1,3,5,60,0,1,0,1,NA,5,NA,0,0,3,0.1,0.1,2.5,1,0.05,0.4,2.5,2,0.1,0.9,5,1,0.5,0.1,2.5,0,0,1,0,1,3,4,4,1,1,1,1,1,0,0,3,1,3,4,4,1,750,6,30,0,0
"320",320,580,0,0,47.5,6.5,3,5,60,5,0,0,1,1,0,NA,1,NA,0,2,0.05,0.1,5,2,0.05,0.4,0.5,2,0.1,0.9,5,2,0.1,0.4,1,0,1,1,1,1,5,5,5,2,1,1,1,1,0,1,5,2,5,4,6,0,4500,10,10,1,1
"321",321,323,1,0,21.5,15.5,2,3,90,90,1,1,1,1,5,NA,1,NA,0,1,0.5,0.9,1,2,0.05,0.4,0.5,2,0.1,0.9,5,3,0.05,0.1,5,0,0,1,0,0,4,3,2,1,0,0,1,1,0,1,3,2,3,4,5,1,4500,7,180,1,1
"322",322,362,0,0,32.5,50,2,3,80,90,1,1,1,1,5,NA,0,NA,0,1,0.5,0.9,1,1,0.05,0.4,2.5,1,0.05,0.1,1,1,0.5,0.1,2.5,0,0,1,1,1,5,5,5,0,1,0,1,0,0,2,3,0,4,3,6,1,1250,4,180,0,0
"323",323,327,1,1,47.5,50,1,3,40,40,1,2,1,2,10,NA,0,NA,1,2,0.05,0.1,5,0,0.1,0.1,0.5,3,0.05,0.9,0.5,2,0.1,0.4,1,1,1,1,1,2,1,3,5,1,1,0,0,0,0,0,3,0,5,1,2,0,750,10,80,0,0
"324",324,124,0,0,32.5,1,3,5,80,60,1,2,1,2,2,NA,1,NA,0,3,0.1,0.1,2.5,3,0.05,0.1,2.5,2,0.1,0.9,5,2,0.1,0.4,1,0,1,0,0,2,3,5,4,1,0,0,1,0,0,1,4,2,5,2,6,1,1250,10,120,1,0
"325",325,408,0,0,32.5,50,2,2,100,40,0,1,1,1,10,NA,0,NA,0,3,0.1,0.1,2.5,0,0.1,0.1,0.5,1,0.05,0.1,1,0,0.5,0.1,0.5,1,0,1,0,1,4,4,4,1,0,1,0,0,0,0,1,1,3,1,6,1,750,10,80,0,0
"326",326,248,0,1,47.5,50,2,3,60,10,0,1,1,1,6,NA,1,NA,0,0,0.5,0.4,5,3,0.05,0.1,2.5,0,0.05,0.9,2.5,2,0.1,0.4,1,0,0,0,1,1,4,4,4,2,0,1,0,0,0,1,2,0,3,1,6,0,1750,8,20,1,0
"327",327,169,1,1,47.5,50,1,3,100,20,0,1,1,1,8,NA,1,NA,0,2,0.05,0.1,5,2,0.05,0.4,0.5,0,0.05,0.9,2.5,1,0.5,0.1,2.5,0,0,0,0,1,4,4,4,0,0,0,1,0,0,0,3,0,4,4,6,0,5000,8,40,1,1
"328",328,294,1,1,47.5,1,0,2,40,90,0,2,0,2,NA,8,NA,0,0,1,0.5,0.9,1,2,0.05,0.4,0.5,1,0.05,0.1,1,1,0.5,0.1,2.5,1,1,1,0,2,2,2,4,0,0,1,0,0,0,0,2,0,1,1,6,0,750,10,45,0,0
"329",329,250,0,0,21.5,6.5,1,3,60,40,1,2,1,2,10,NA,1,NA,0,2,0.05,0.1,5,0,0.1,0.1,0.5,3,0.05,0.9,0.5,2,0.1,0.4,1,0,1,0,0,1,4,3,3,1,0,1,1,0,0,0,2,0,2,3,4,1,250,9,80,1,0
"330",330,243,0,0,21.5,1,3,2,60,10,1,2,1,2,6,NA,1,NA,1,2,0.05,0.1,5,0,0.1,0.1,0.5,2,0.1,0.9,5,1,0.5,0.1,2.5,1,0,0,0,2,3,4,5,0,1,0,1,0,0,0,2,1,4,2,3,1,750,9,20,1,0
"331",331,393,0,1,47.5,1,3,2,40,40,0,1,1,2,10,NA,1,NA,0,2,0.05,0.1,5,3,0.05,0.1,2.5,1,0.05,0.1,1,2,0.1,0.4,1,0,1,1,1,2,3,3,4,0,1,0,0,0,0,1,2,2,4,2,6,1,1250,8,80,1,0
"332",332,428,0,1,47.5,15.5,0,2,80,90,0,2,0,2,NA,8,NA,0,0,3,0.1,0.1,2.5,2,0.05,0.4,0.5,2,0.1,0.9,5,1,0.5,0.1,2.5,0,0,0,0,2,1,1,1,0,0,0,0,0,1,0,2,0,1,1,6,0,2250,9,45,0,1
"333",333,604,1,0,32.5,35,1,3,60,80,1,1,1,1,4,NA,0,NA,0,0,0.5,0.4,5,3,0.05,0.1,2.5,1,0.05,0.1,1,0,0.5,0.1,0.5,1,1,1,0,0,4,5,5,1,1,1,1,1,0,2,3,2,5,3,4,2,2750,10,160,0,1
"334",334,269,0,1,21.5,35,2,2,90,5,0,2,1,0,0,NA,0,NA,0,1,0.5,0.9,1,1,0.05,0.4,2.5,1,0.05,0.1,1,1,0.5,0.1,2.5,1,1,0,0,2,2,3,4,0,1,1,1,1,0,0,3,2,4,2,3,0,250,10,10,0,0
"335",335,685,0,1,21.5,35,3,2,5,20,1,2,1,2,8,NA,1,NA,0,1,0.5,0.9,1,0,0.1,0.1,0.5,2,0.1,0.9,5,2,0.1,0.4,1,0,0,0,0,2,5,5,5,2,1,0,0,0,0,0,5,2,5,3,6,1,1250,10,40,1,0
"336",336,342,0,0,32.5,35,1,3,60,20,0,2,0,0,NA,0,NA,0,0,0,0.5,0.4,5,1,0.05,0.4,2.5,0,0.05,0.9,2.5,2,0.1,0.4,1,0,0,1,1,1,3,3,4,0,0,0,1,0,0,1,3,1,3,1,0,2,5000,5,10,0,1
"337",337,677,0,1,47.5,50,2,2,60,100,1,2,1,1,7,NA,0,NA,0,1,0.5,0.9,1,1,0.05,0.4,2.5,2,0.1,0.9,5,0,0.5,0.1,0.5,1,1,1,1,1,2,3,4,1,1,1,1,1,1,0,2,1,4,2,6,0,2250,8,200,0,1
"338",338,133,0,1,47.5,50,1,3,10,80,0,1,0,1,NA,7,NA,0,0,2,0.05,0.1,5,1,0.05,0.4,2.5,3,0.05,0.9,0.5,0,0.5,0.1,0.5,0,0,0,0,1,3,3,3,1,0,0,1,0,0,0,3,0,3,4,6,0,4500,9,40,0,1
"339",339,839,0,0,63,50,1,2,40,20,0,1,1,2,8,NA,1,NA,0,1,0.5,0.9,1,0,0.1,0.1,0.5,1,0.05,0.1,1,2,0.1,0.4,1,1,0,0,0,1,2,2,4,0,1,1,0,0,0,0,3,2,4,4,2,0,1250,10,40,1,0
"340",340,134,1,2,21.5,15.5,1,3,40,80,0,2,1,2,4,NA,1,NA,0,1,0.5,0.9,1,2,0.05,0.4,0.5,2,0.1,0.9,5,0,0.5,0.1,0.5,0,1,1,1,2,5,4,3,1,0,0,1,0,0,1,2,2,4,4,6,1,2750,10,160,1,1
"341",341,451,0,1,32.5,1,3,3,90,10,0,2,1,1,6,NA,0,NA,1,2,0.05,0.1,5,1,0.05,0.4,2.5,2,0.1,0.9,5,2,0.1,0.4,1,1,1,1,1,1,3,4,3,1,1,0,1,1,0,0,3,2,3,2,6,1,2750,7,20,0,1
"342",342,262,1,0,32.5,15.5,3,2,90,80,1,2,1,2,4,NA,0,NA,1,1,0.5,0.9,1,3,0.05,0.1,2.5,0,0.05,0.9,2.5,0,0.5,0.1,0.5,1,1,1,1,2,4,4,4,1,1,1,0,0,0,1,3,2,5,2,4,0,2750,10,160,0,1
"343",343,482,0,0,63,15.5,1,2,40,90,1,1,1,1,5,NA,0,NA,0,2,0.05,0.1,5,0,0.1,0.1,0.5,2,0.1,0.9,5,2,0.1,0.4,1,0,1,0,1,1,3,4,5,1,1,1,1,1,0,0,3,1,4,1,4,0,750,10,180,0,0
"344",344,510,1,1,47.5,35,1,2,40,5,0,2,1,2,0,NA,1,NA,0,1,0.5,0.9,1,3,0.05,0.1,2.5,1,0.05,0.1,1,1,0.5,0.1,2.5,0,0,0,0,1,3,4,4,2,1,1,1,1,0,0,2,2,3,1,6,0,2750,10,10,1,1
"345",345,376,1,1,47.5,1,3,3,20,90,0,2,1,2,5,NA,0,NA,0,2,0.05,0.1,5,2,0.05,0.4,0.5,1,0.05,0.1,1,3,0.05,0.1,5,0,0,0,0,0,5,3,3,0,1,0,0,0,0,2,3,1,2,3,5,1,1750,3,180,0,0
"346",346,430,1,1,47.5,35,2,4,40,90,1,0,0,0,NA,8,NA,1,0,0,0.5,0.4,5,1,0.05,0.4,2.5,1,0.05,0.1,1,1,0.5,0.1,2.5,0,0,0,0,0,3,4,3,0,1,0,1,1,0,0,4,0,2,3,6,0,1750,4,45,1,0
"347",347,229,1,1,32.5,6.5,2,3,10,60,1,1,0,1,NA,5,NA,1,0,1,0.5,0.9,1,2,0.05,0.4,0.5,2,0.1,0.9,5,2,0.1,0.4,1,1,0,0,0,1,3,3,2,0,0,0,1,0,0,0,1,0,2,2,6,0,1250,9,30,1,0
"348",348,291,0,0,63,50,0,1,80,60,0,2,0,2,NA,5,NA,0,0,2,0.05,0.1,5,1,0.05,0.4,2.5,2,0.1,0.9,5,1,0.5,0.1,2.5,1,0,0,0,2,1,2,1,1,1,0,0,0,0,0,1,1,1,3,6,1,3500,8,30,0,1
"349",349,611,0,0,32.5,50,1,4,90,90,1,2,1,2,5,NA,1,NA,1,2,0.05,0.1,5,2,0.05,0.4,0.5,3,0.05,0.9,0.5,3,0.05,0.1,5,1,1,1,1,2,3,4,5,1,1,1,1,0,0,0,4,2,5,4,6,1,1750,10,180,1,0
"350",350,151,1,0,47.5,35,2,4,60,80,1,1,0,2,NA,7,NA,1,0,1,0.5,0.9,1,1,0.05,0.4,2.5,2,0.1,0.9,5,1,0.5,0.1,2.5,0,0,0,0,2,3,3,3,1,0,0,1,0,0,0,3,0,3,3,4,0,3500,7,40,1,1
"351",351,362,0,1,47.5,50,1,2,60,20,0,2,0,2,NA,0,NA,0,0,1,0.5,0.9,1,1,0.05,0.4,2.5,3,0.05,0.9,0.5,0,0.5,0.1,0.5,1,0,1,1,2,3,3,3,1,0,1,0,0,0,0,3,0,3,3,6,0,1250,6,10,0,0
"352",352,267,1,1,32.5,50,1,1,90,5,0,2,0,2,NA,2,NA,0,0,0,0.5,0.4,5,2,0.05,0.4,0.5,2,0.1,0.9,5,2,0.1,0.4,1,0,0,0,0,2,1,1,1,0,0,0,1,0,0,0,1,0,1,3,5,0,250,4,2,0,0
"353",353,185,1,1,32.5,6.5,3,4,10,80,1,2,0,1,NA,7,NA,1,0,2,0.05,0.1,5,0,0.1,0.1,0.5,1,0.05,0.1,1,1,0.5,0.1,2.5,0,1,1,0,1,4,3,2,2,1,1,1,1,0,0,3,0,3,3,6,1,1750,10,40,1,0
"354",354,810,1,1,63,1,3,4,100,5,1,1,1,1,0,NA,1,NA,1,3,0.1,0.1,2.5,1,0.05,0.4,2.5,0,0.05,0.9,2.5,1,0.5,0.1,2.5,1,1,1,0,1,4,4,4,1,1,0,1,1,0,1,3,2,3,3,6,0,2250,8,10,1,1
